"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"posilek";0,000934701654167227;0;0;0;0;0,00197110659712985;0;0;0;0;0;0;0,0125611557203888;0;0;0;0;0;0
"posilki";0;0;0;0;0;0;0;0;0;0,00567796377979196;0,00253133556342436;0;0,00628057786019441;0;0;0;0;0;0
"poslubic";0;0;0;0;0,00358887018060065;0,00240409142371842;0;0;0;0;0;0;0;0;0;0;0;0;0
"postac";0,00219011497620847;0,00182046318518393;0;0;0;0,0027711195709332;0,00247604665365791;0,00141008758581196;0;0,00133041312733858;0;0;0,00588645053511125;0;0;0;0;0,00535591207486517;0
"postanawiac";0,00153734726655667;0,00199667321408641;0;0,000801592672478028;0,00120991777967402;0,00364721699313282;0,00108628530813987;0,000618630277177959;0,00760399715697907;0,00175102706386725;0,00208170264373572;0;0;0;0;0,00633666429748256;0;0,00469946605409865;0,00424409143645344
"postanowic";0,000583701303166876;0;0,00665851856945918;0,00243479504058921;0;0;0,00164976687770082;0;0;0;0;0;0;0;0;0,00384945604796859;0,00405601222615227;0;0
"poswiecic";0;0,00236902079755185;0;0;0;0;0;0;0;0;0,00308738356791215;0;0;0;0;0;0;0;0
"poszedl";0,000934701654167227;0;0,0026656306433658;0;0;0;0;0;0;0;0,00253133556342436;0;0;0;0;0;0;0;0
"poszla";0;0;0,00325117869213572;0;0,00358887018060065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"poszukiwac";0;0,00236902079755185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0139396030619896;0
"poszukiwanie";0;0;0;0;0;0,00721227427115526;0;0;0;0,00346260928938549;0;0;0;0;0;0;0;0;0
"potem";0,00065005224187871;0,000675418977794473;0,00648848441430787;0;0;0;0,00091865021682165;0,0010463270266172;0,0128611030355031;0,00691044342206137;0,00616159308925243;0;0;0,0138208868441227;0;0;0;0;0,00717829006632731
"potezny";0;0;0;0;0;0;0,00322215031095594;0,00366997459146168;0;0;0;0;0;0;0;0;0;0;0
"potrafic";0,00157804669248409;0,00327925239014382;0;0;0;0;0;0;0;0;0;0;0,00530171583359336;0;0;0;0,00548275003278923;0;0
"potrzebny";0,00236707003872613;0;0,00225017769113472;0;0;0,00499169692104423;0;0;0;0;0,00213681322570683;0;0;0;0;0;0;0;0
"potter";0,000505641485217965;0,00105074587263748;0,00288402921198395;0,00210918388197069;0,00477537875597563;0,00639780573524492;0,00142913947558133;0;0;0;0;0;0;0;0;0;0;0;0
"pottera";0,00157804669248409;0,00163962619507191;0,00450035538226944;0;0,00248389780491004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"potterów";0;0;0;0;0;0,00480818284743684;0,00644430062191188;0;0;0;0;0;0;0;0;0;0;0;0
"potwór";0;0;0;0,00779784776785484;0;0;0,00264183036976431;0;0;0;0;0;0,00628057786019441;0;0;0;0;0;0
"potworny";0,000934701654167227;0;0;0;0;0;0,00264183036976431;0;0;0;0;0;0,00628057786019441;0;0;0;0;0;0
"powazny";0,0011400236972424;0,00236902079755185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powiedziec";0,00101128297043593;0,00210149174527495;0,0158621606659117;0,0126551032918241;0;0,00106630095587415;0,00142913947558133;0;0;0;0;0;0;0;0;0,00333465877635644;0;0;0
"powiesc";0;0;0;0;0;0;0;0;0;0,00692521857877097;0;0;0;0;0;0,00751835072556386;0;0;0
"powietrze";0,00228004739448479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0139396030619896;0
"powinien";0,00228004739448479;0;0;0,00475538435350452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powód";0,000583701303166876;0;0,00166462964236479;0,00243479504058921;0;0;0,00329953375540164;0;0;0;0;0;0,00392208729415667;0;0;0,00384945604796859;0;0;0
"powodowac";0,000934701654167227;0,00194235230687267;0;0,00389892388392742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powoli";0;0;0;0;0;0;0;0;0;0;0,00308738356791215;0;0;0;0;0,00751835072556386;0;0;0
"powolny";0;0;0;0;0;0;0;0;0;0,00346260928938549;0;0;0;0;0,0257772024876475;0;0;0;0
"powrócic";0;0;0,00192792734590213;0;0;0,00285122045678197;0;0,00217627052944206;0;0;0;0;0,00454245145885902;0;0;0;0,0046975595574542;0;0
"powrót";0,00202256594087186;0,00210149174527495;0;0,00632755164591207;0;0,00639780573524492;0;0,00162776563998416;0;0;0;0;0;0;0;0,00333465877635644;0;0;0,0055836146952945
"powrotem";0,00228004739448479;0;0;0;0;0;0;0;0;0;0,00308738356791215;0;0;0;0;0;0;0;0
"powrotny";0,00157804669248409;0;0,00225017769113472;0;0,00248389780491004;0;0;0;0;0;0;0;0,00530171583359336;0;0;0;0;0;0
"powstrzymac";0,00157804669248409;0;0;0,00987376653049891;0;0,00166389897368141;0;0;0;0;0;0;0;0;0;0,00520353591074904;0;0;0
"pozbawic";0,0011400236972424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00751835072556386;0;0;0
"pozegnac";0;0;0;0;0;0;0,00322215031095594;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"poznac";0;0;0;0,00281991130096079;0;0,00285122045678197;0;0,00217627052944206;0;0;0;0,029181809372064;0;0;0,0152857096710811;0;0;0;0
"poznawac";0,00175110390950063;0,00363887311317818;0,00166462964236479;0;0,00183753040079826;0;0;0,00375811302310153;0;0;0;0;0;0;0;0;0;0;0,00644560082450554
"pózniej";0,00249086102255409;0,0011502492994986;0,00236785553995882;0,00346337874731898;0;0,000583638708220791;0,000782237990879254;0;0,0109513318723096;0;0,00224856243766052;0;0,00185966012926011;0;0;0;0,00192316071903973;0;0,00305618563878406
"pózniejszy";0;0,0047380415951037;0;0;0,00358887018060065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pózno";0;0;0;0;0;0,00240409142371842;0;0;0;0,00346260928938549;0;0;0;0;0;0;0;0;0
"pozostaly";0,00394511673121022;0,00163962619507191;0;0;0;0,00166389897368141;0;0;0;0,00958604483344813;0;0;0;0;0;0;0;0;0
"pozostawac";0,000789023346242045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00520353591074904;0,00548275003278923;0;0,00871289733892863
"pozostawiac";0;0;0;0;0,00358887018060065;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"pozwalac";0;0,00121295770439273;0;0,00243479504058921;0;0,00123091414709284;0;0;0;0,00177288380887253;0,00158076522121904;0;0;0;0;0;0;0,00713718889580442;0
"pozwolic";0,000789023346242045;0;0;0;0,00496779560982008;0;0,00223008681889245;0;0;0;0;0;0;0;0;0;0;0,00964775756842741;0
"pozyczyc";0,00228004739448479;0;0;0;0;0;0,00322215031095594;0;0;0;0;0;0;0;0;0;0;0;0
"praca";0,0011400236972424;0;0;0;0,00717774036120129;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pracownica";0,0011400236972424;0;0;0;0;0;0,00322215031095594;0;0;0;0;0;0;0;0;0;0;0;0
"pracownik";0,0011400236972424;0,00236902079755185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pragnac";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0257772024876475;0,00751835072556386;0;0;0
"prawda";0;0,00163962619507191;0;0;0;0;0;0,00254003108863682;0;0,00479302241672406;0,00427362645141366;0;0;0;0;0;0;0;0
"prawdopodobny";0,000934701654167227;0;0;0;0;0;0;0;0;0;0;0;0,00628057786019441;0;0,0211346429581145;0;0;0;0
"prawdziwy";0,000378379260091707;0,00157257842742709;0;0,00473500371303634;0,00238232599337298;0,000797929320504273;0,0010694469365092;0;0;0;0;0,0163333713939587;0,00254245875471998;0;0;0;0;0;0,00417830431008245
"prawie";0;0;0,00325117869213572;0,00951076870700904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prawo";0;0;0;0;0;0,00166389897368141;0;0;0;0,00239651120836203;0,00854725290282732;0;0;0;0;0;0,00548275003278923;0;0
"predkosc";0,0011400236972424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0125888663311767
"prefekt";0,00186940330833445;0;0;0;0,00294250277648887;0;0;0,00300900001437563;0;0;0;0;0;0;0;0;0;0;0
"premiera";0;0,00236902079755185;0;0;0,00358887018060065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prezent";0;0;0,00332925928472959;0;0;0,00123091414709284;0,00494930063310247;0;0;0;0,00158076522121904;0;0,00392208729415667;0;0;0,00384945604796859;0;0;0
"privet";0,000676026471939706;0,00280962716054883;0,00385585469180425;0;0;0,00142561022839099;0;0,00217627052944206;0;0;0;0;0;0;0;0;0;0;0
"próba";0,00157804669248409;0,00163962619507191;0;0;0;0,00166389897368141;0;0;0;0;0;0;0;0,0335511569170684;0;0;0;0;0
"problem";0,00280410496250168;0;0,0026656306433658;0;0;0;0;0;0;0,00283898188989598;0;0;0;0;0;0;0;0;0
"próbowac";0,00139620571299915;0,000967126203825571;0,00132725728272759;0,000970666197250995;0,00219767407532297;0,00196288678822333;0,00197311015691199;0,00224733902617773;0;0,000706785727849072;0,000630194879013716;0;0,00156359672811894;0;0,00526162708509864;0;0;0;0
"profesor";0,00416217186100878;0,00235886764114064;0,00107908159359487;0;0,00357348899005947;0,00159585864100855;0,00962502242858279;0,00243616386892943;0;0;0,00512358608365624;0,0163333713939587;0;0;0;0;0;0;0
"promien";0,00186940330833445;0,00194235230687267;0;0;0;0;0;0,00300900001437563;0;0;0;0;0;0;0;0;0;0;0
"proponowac";0,000505641485217965;0,00105074587263748;0;0;0,00159179291865854;0;0,00142913947558133;0;0;0,00307158335050316;0,00684682790582691;0;0;0;0;0,00333465877635644;0;0;0
"prosba";0,000789023346242045;0;0,00225017769113472;0,0032912555101663;0;0;0;0;0;0;0;0;0;0;0;0;0,00548275003278923;0;0
"prosic";0,00525627594290033;0,00455115796295983;0;0,00182712666682809;0,00413677628765829;0,000923706523644401;0;0;0;0;0;0;0,00588645053511125;0;0;0,00288872109593423;0;0,00535591207486517;0
"prosto";0;0;0;0,00475538435350452;0;0;0,00322215031095594;0;0;0;0;0;0;0;0;0;0;0;0
"prowadzic";0,00175209198096677;0,000910231592591966;0,00249835338026744;0,00182712666682809;0,00275785085843886;0,000923706523644401;0,00371406998048686;0;0;0,00133041312733858;0;0;0;0;0;0;0;0;0
"przebrac";0;0,00163962619507191;0;0;0;0,00166389897368141;0,00223008681889245;0;0;0,00239651120836203;0;0;0;0;0;0;0;0;0
"przebywac";0,000934701654167227;0;0;0;0;0,00197110659712985;0;0;0;0;0;0;0;0;0;0;0;0,0114290343893666;0
"przechadzajac";0,0011400236972424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00751835072556386;0;0;0
"przechodzac";0;0;0;0;0;0;0;0,00366997459146168;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"przechodzic";0;0;0;0;0;0;0;0;0;0,00692521857877097;0;0;0;0,0484765300513968;0;0;0;0;0
"przeciwienstwo";0,000934701654167227;0;0;0;0;0,00197110659712985;0;0;0;0;0;0;0;0;0;0;0;0,0114290343893666;0
"przeciwko";0,0011400236972424;0;0;0;0;0;0;0;0;0,00346260928938549;0;0;0;0;0;0;0;0;0
"przedmiot";0;0,00140481358027442;0,00385585469180425;0,00281991130096079;0,0021281761531008;0;0;0;0;0;0,00183079792638424;0;0;0;0;0;0;0;0
"przedostatni";0;0,0047380415951037;0;0;0;0;0;0;0;0;0;0;0;0,0484765300513968;0;0;0;0;0
"przedstawiac";0,000505641485217965;0,00210149174527495;0;0;0;0,00213260191174831;0,00142913947558133;0,00162776563998416;0;0,00153579167525158;0,00136936558116538;0;0;0;0;0;0;0;0
"przedtem";0,00236707003872613;0;0;0;0;0;0,00223008681889245;0;0;0;0,00213681322570683;0;0,00530171583359336;0;0;0;0;0;0
"przedzial";0,000934701654167227;0;0;0;0,00294250277648887;0;0,00264183036976431;0;0;0;0;0;0;0;0;0;0;0;0
"przegrac";0;0;0;0;0;0,00240409142371842;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"przegrywac";0;0;0;0;0;0,00240409142371842;0,00644430062191188;0;0;0;0;0;0;0;0;0;0;0;0
"przegryzac";0;0;0;0;0;0;0;0;0;0;0,00308738356791215;0;0;0;0;0;0,00792177442303314;0;0
"przejac";0;0;0,0026656306433658;0;0;0;0;0;0;0,00283898188989598;0;0;0;0,0397457464585437;0;0;0;0;0
"przejsc";0,00315609338496818;0;0,00450035538226944;0,0032912555101663;0;0;0;0;0;0;0;0;0,00530171583359336;0;0;0;0;0;0
"przejscie";0;0;0,00192792734590213;0,00281991130096079;0;0,00142561022839099;0;0;0;0,00821321713670031;0,00549239377915273;0;0;0;0;0;0;0;0
"przekazac";0;0;0;0;0;0,00721227427115526;0;0;0;0;0,00308738356791215;0;0;0;0;0;0;0;0
"przekazywac";0,0011400236972424;0;0;0;0;0,00240409142371842;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeklac";0;0;0;0;0,00358887018060065;0;0;0;0;0;0;0;0;0;0,0257772024876475;0;0;0;0
"przekonac";0,00116740260633375;0,00121295770439273;0;0;0;0,00123091414709284;0;0,00375811302310153;0;0;0,00158076522121904;0;0;0;0;0,00384945604796859;0;0;0
"przekonywac";0;0;0;0;0,00248389780491004;0,00665559589472564;0;0;0;0;0,00213681322570683;0;0;0;0;0;0,0109655000655785;0;0
"przemiana";0;0,00121295770439273;0;0;0;0;0,00164976687770082;0;0;0;0;0;0;0;0;0,0153978241918743;0,00405601222615227;0,00713718889580442;0,00644560082450554
"przemieniac";0,000934701654167227;0,00194235230687267;0;0;0;0;0,00264183036976431;0;0;0;0;0;0;0;0;0;0;0;0
"przemienic";0;0;0;0;0;0,00166389897368141;0,00446017363778489;0;0;0;0;0;0,00530171583359336;0;0;0,0104070718214981;0;0;0
"przeniesc";0,0011400236972424;0;0;0;0;0,00240409142371842;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeniesienie";0;0,00236902079755185;0;0;0;0,00240409142371842;0;0;0;0;0;0;0;0;0;0;0;0;0
"przenosic";0;0;0;0;0;0,00166389897368141;0,00223008681889245;0;0;0,00239651120836203;0,00213681322570683;0;0;0;0;0;0;0;0
"przepowiednia";0;0;0;0;0,00248389780491004;0,00499169692104423;0,00223008681889245;0,00508006217727364;0;0;0;0;0;0;0;0;0;0;0
"przepraszac";0,000789023346242045;0;0;0;0;0;0;0;0;0,00239651120836203;0,00213681322570683;0;0;0;0;0;0,00548275003278923;0;0
"przeprosic";0,000934701654167227;0;0;0;0;0,00197110659712985;0;0;0;0;0,00253133556342436;0;0;0;0;0;0;0;0
"przeprowadzac";0,0011400236972424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0125888663311767
"przeprowadzic";0,000934701654167227;0;0;0;0;0,00197110659712985;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"przerazenie";0,0011400236972424;0,00236902079755185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przerazic";0,000756758520183414;0,000786289213713547;0;0;0;0,000797929320504273;0,0021388938730184;0;0,0149722571111288;0,00114925640938302;0,00102471721673125;0;0;0;0;0,00249537618518813;0;0,00462662022318143;0
"przesluchanie";0;0,00194235230687267;0;0;0;0;0,00264183036976431;0,00300900001437563;0;0;0;0;0;0;0;0;0;0;0
"przestawac";0;0;0;0;0;0,0039422131942597;0;0;0;0;0,00253133556342436;0;0;0;0;0;0;0;0,0103215698167536
"przeszkadzac";0;0;0;0,00389892388392742;0;0,00197110659712985;0;0;0;0;0,00253133556342436;0;0;0;0;0;0;0;0
"przeszkoda";0,000934701654167227;0;0,0026656306433658;0;0,00294250277648887;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeszlosc";0;0,00280962716054883;0,00192792734590213;0;0,0021281761531008;0,00142561022839099;0;0;0;0;0;0;0;0;0,0152857096710811;0;0;0;0
"przezyc";0;0;0,0026656306433658;0;0;0,00197110659712985;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"przezywac";0,0011400236972424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"przybierac";0;0,00194235230687267;0;0;0;0;0,00264183036976431;0;0;0;0;0;0;0;0;0,0061642708627834;0;0;0
"przybrac";0;0;0;0;0;0;0,00322215031095594;0;0;0;0;0;0;0;0;0;0;0;0,0251777326623534
"przybyc";0,000756758520183414;0,00157257842742709;0;0;0;0,000797929320504273;0;0;0;0,00344776922814906;0,00102471721673125;0;0,00254245875471998;0;0,00855557549207359;0,00249537618518813;0;0;0,00417830431008245
"przybyly";0;0;0;0;0;0,00166389897368141;0,00223008681889245;0;0;0,00239651120836203;0;0;0;0;0;0;0,00548275003278923;0;0
"przybywac";0,000876045990483387;0,0027306947777759;0;0;0;0,000923706523644401;0;0,00423026275743588;0,0173323265756054;0,00133041312733858;0,00118624288350151;0;0;0;0;0;0;0;0,00483692834668056
"przychodzic";0;0,00105074587263748;0,00144201460599197;0,00210918388197069;0,00318358583731709;0;0,00142913947558133;0,00325553127996832;0;0;0;0;0;0;0;0;0,00351359168630727;0;0
"przydzial";0;0;0,0026656306433658;0,00389892388392742;0;0;0;0,00300900001437563;0;0;0;0;0;0;0;0;0;0;0
"przygoda";0;0,00194235230687267;0,0026656306433658;0;0;0;0;0;0;0;0;0;0,0188417335805832;0;0;0;0;0;0
"przygotowanie";0,000934701654167227;0,00194235230687267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"przyjac";0,000934701654167227;0;0,0026656306433658;0;0;0;0;0;0;0,00283898188989598;0;0;0;0;0;0;0;0;0
"przyjaciel";0,000768673633278334;0,00199667321408641;0,000548035831133627;0;0,00120991777967402;0,00121573899771094;0,0016294279622098;0;0;0,00058367568795575;0,000520425660933929;0;0,00129124480024173;0;0,00434514123255947;0,00253466571899302;0;0,00469946605409865;0,00212204571822672
"przyjaciól";0,00101128297043593;0,00210149174527495;0;0;0;0,00106630095587415;0,00285827895116266;0;0;0,00153579167525158;0;0,0436537148904843;0,00339757686647637;0;0;0;0;0;0
"przyjaciólmi";0;0,00163962619507191;0,00225017769113472;0;0;0;0;0,00254003108863682;0;0;0;0;0,00530171583359336;0;0;0;0;0;0
"przyjaciolom";0,0011400236972424;0;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"przyjazn";0;0;0;0;0;0,00480818284743684;0;0,00366997459146168;0;0;0;0;0;0;0;0;0;0;0
"przyjaznic";0,000934701654167227;0,00194235230687267;0;0;0;0,00197110659712985;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyjechac";0;0;0;0;0;0;0;0;0;0;0;0;0,0153204127992622;0;0;0,00751835072556386;0;0;0
"przyjecie";0;0,00140481358027442;0;0,00281991130096079;0,0085127046124032;0;0;0;0;0;0,00183079792638424;0;0;0;0;0,00445833198739866;0;0;0
"przyjmowac";0;0;0;0;0,00248389780491004;0,00332779794736282;0;0;0;0,00239651120836203;0,00213681322570683;0;0;0;0;0;0;0;0
"przyjsc";0,000676026471939706;0;0,00578378203770638;0,00563982260192159;0,0021281761531008;0,00142561022839099;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyleciec";0;0;0,00325117869213572;0,00475538435350452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przynajmniej";0;0;0;0;0;0,00240409142371842;0;0;0;0;0;0;0,0153204127992622;0;0;0;0;0;0
"przyniesc";0,000789023346242045;0;0,00225017769113472;0,0032912555101663;0;0;0;0;0;0,00239651120836203;0;0;0;0;0;0;0;0;0
"przynosic";0,000676026471939706;0;0,00385585469180425;0;0,0021281761531008;0;0;0;0;0,00410660856835016;0;0;0,00454245145885902;0;0;0;0;0;0
"przypadac";0,0011400236972424;0;0;0;0;0;0;0;0;0,00346260928938549;0;0;0;0;0;0;0;0;0
"przypadek";0;0;0,00225017769113472;0,0032912555101663;0;0;0;0;0,0312212154644942;0;0;0;0;0;0;0;0,00548275003278923;0;0
"przypadkiem";0;0;0,00225017769113472;0;0;0;0;0;0;0,00239651120836203;0,00213681322570683;0;0;0;0;0;0,00548275003278923;0;0
"przyplyw";0,000934701654167227;0;0;0;0;0,00197110659712985;0,00264183036976431;0;0;0;0;0;0;0;0;0;0;0;0
"przypominac";0,00236707003872613;0;0;0;0,00248389780491004;0;0,00223008681889245;0;0;0,00239651120836203;0;0;0;0;0;0;0;0;0
"przypomniec";0,000934701654167227;0;0;0;0;0;0;0;0;0,00283898188989598;0;0;0;0;0;0,0061642708627834;0;0;0
"przysiega";0;0;0;0;0,00745169341473012;0,00166389897368141;0;0;0;0,00239651120836203;0,00213681322570683;0;0;0;0;0;0;0;0
"przytomnosc";0,000789023346242045;0;0,00225017769113472;0;0;0;0,00446017363778489;0;0;0,00239651120836203;0;0;0;0;0;0;0;0;0
"przytomny";0;0;0,0026656306433658;0,00389892388392742;0;0;0;0;0;0;0;0;0;0;0;0,0061642708627834;0;0;0
"przywiazac";0,00228004739448479;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0257772024876475;0;0;0;0
"przywódca";0;0;0;0;0;0,00197110659712985;0;0;0;0,00567796377979196;0;0;0;0;0;0;0,00649503661639617;0;0
"przywolywac";0,00228004739448479;0,00236902079755185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przywrócic";0,000789023346242045;0;0;0;0;0,00166389897368141;0;0;0;0,00239651120836203;0;0;0,00530171583359336;0;0;0;0;0;0
"przyznawac";0;0;0;0,00243479504058921;0;0;0,00164976687770082;0,00187905651155077;0;0,00354576761774505;0,00158076522121904;0;0;0;0;0;0;0;0,00644560082450554
"puchar";0,00466961042533501;0,00121295770439273;0,00665851856945918;0,00243479504058921;0,00183753040079826;0;0;0,00187905651155077;0;0;0;0;0;0;0;0;0;0;0
"puchonami";0;0;0;0,00475538435350452;0;0;0,00644430062191188;0;0;0;0;0;0;0;0;0;0;0;0
"pulapka";0,000934701654167227;0,00194235230687267;0;0;0;0;0;0;0;0,00283898188989598;0;0;0;0;0;0;0;0;0
"punkt";0,000676026471939706;0;0,0077117093836085;0,00281991130096079;0;0,00142561022839099;0;0,00217627052944206;0;0;0;0;0;0;0;0;0;0;0
"push";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0123285417255668;0;0,0114290343893666;0,0103215698167536
"puszcza";0,00228004739448479;0;0;0;0;0;0;0;0;0,0103878278681565;0;0;0;0;0;0;0;0;0
"pyta";0,00219011497620847;0,00182046318518393;0;0;0,00275785085843886;0;0,00123802332682895;0,00141008758581196;0;0,00133041312733858;0,00237248576700301;0;0;0;0;0;0;0;0,00483692834668056
"pytanie";0;0,00194235230687267;0,00533126128673159;0;0;0;0;0;0;0;0,00253133556342436;0;0;0;0;0;0;0;0
"quidditcha";0,00101128297043593;0;0,00144201460599197;0,00632755164591207;0,00795896459329271;0,00106630095587415;0,00142913947558133;0,00488329691995248;0;0;0;0;0;0;0;0;0;0;0
"quidditchu";0,00280410496250168;0;0;0;0;0;0,00264183036976431;0,00902700004312688;0;0;0;0;0;0;0;0;0;0;0
"rada";0,000934701654167227;0;0;0;0;0;0;0,00300900001437563;0;0,00283898188989598;0;0;0;0;0;0;0;0;0
"radosc";0,000934701654167227;0;0;0;0;0;0,00264183036976431;0;0;0;0,00253133556342436;0;0;0;0;0;0;0;0
"radzi";0,00798016588069677;0;0;0;0;0;0;0;0;0,00346260928938549;0;0;0;0;0;0;0;0;0
"rama";0,0011400236972424;0;0,00325117869213572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ramie";0,00228004739448479;0;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"rana";0,00456009478896958;0;0;0;0;0;0;0;0;0;0,00308738356791215;0;0;0;0;0;0;0;0
"ranka";0,00228004739448479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0125888663311767
"ranny";0;0;0,00192792734590213;0;0;0,00142561022839099;0;0,00217627052944206;0;0,00410660856835016;0,00366159585276848;0;0;0;0;0;0;0;0
"rano";0;0;0;0;0;0;0;0,00601800002875125;0;0;0,00506267112684872;0;0;0;0;0;0;0;0,0103215698167536
"rany";0;0;0;0;0;0;0;0;0;0,00239651120836203;0;0;0;0;0;0;0,0109655000655785;0,00964775756842741;0,00871289733892863
"raptowny";0,0011400236972424;0;0;0;0;0,00240409142371842;0;0;0;0;0;0;0;0;0;0;0;0;0
"ratowac";0;0,00421444074082324;0;0;0;0;0,00191071370888514;0,00217627052944206;0;0;0,00183079792638424;0;0;0;0;0;0;0;0,0149302280508234
"ravenclawu";0;0,0047380415951037;0,00325117869213572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"raz";0,000676026471939706;0;0;0;0;0,00142561022839099;0,00191071370888514;0;0;0,00205330428417508;0;0;0,00454245145885902;0;0;0;0;0;0
"razem";0,000930803808666099;0,00193425240765114;0,00132725728272759;0;0;0,00294433018233499;0,000657703385637331;0,00224733902617773;0;0;0,00126038975802743;0;0,00156359672811894;0,009895000189887;0;0,00153464123315377;0,00485096350772509;0,00853603020672656;0
"reka";0,00219011497620847;0;0,00374753007040116;0,00182712666682809;0;0,000923706523644401;0,00371406998048686;0;0;0,00133041312733858;0;0;0,00588645053511125;0;0;0;0;0;0,00967385669336113
"reku";0,00228004739448479;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0257772024876475;0;0;0;0
"remus";0;0,0094760831902074;0;0;0;0;0;0,00366997459146168;0;0;0;0;0;0;0;0;0;0;0
"reszta";0,00101128297043593;0;0;0;0,00159179291865854;0,00106630095587415;0,00285827895116266;0;0;0,00153579167525158;0;0;0;0;0;0;0,00351359168630727;0;0,0055836146952945
"rezerwat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00751835072556386;0;0,0139396030619896;0
"ricie";0,0011400236972424;0;0;0;0;0;0;0,00366997459146168;0;0;0;0;0;0;0;0;0;0;0
"riddlea";0,000934701654167227;0;0;0,0233935433035645;0,00294250277648887;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"riddleów";0,0011400236972424;0;0;0;0,00358887018060065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rita";0,00456009478896958;0,00236902079755185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"robic";0,00113513778027512;0;0,00107908159359487;0,00157833457101211;0,00119116299668649;0,00159585864100855;0;0,00121808193446472;0;0,00459702563753208;0;0;0;0;0;0,00249537618518813;0;0;0,00417830431008245
"roboty";0;0,00236902079755185;0;0;0;0,00240409142371842;0;0;0;0;0;0;0;0;0;0;0;0;0
"rod";0;0;0,00325117869213572;0;0;0;0;0,00366997459146168;0;0;0;0;0;0;0;0;0;0;0
"rodzaj";0;0;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0,0125888663311767
"rodzenstwo";0;0;0;0;0;0;0;0;0;0,00958604483344813;0,025641758708482;0;0,0106034316671867;0;0;0;0;0;0,00871289733892863
